SB_coef,awakening_time,paper_id,t0,dataName
1.1666666666666667,1,160,1,Empirical
0.5,1,161,1,Empirical
0.4,1,162,1,Empirical
1.3333333333333333,1,163,1,Empirical
4.0,6,164,1,Empirical
1.5,1,165,1,Empirical
0.20707070707070696,2,166,1,Empirical
-0.6428571428571429,2,167,1,Empirical
0.5,1,168,1,Empirical
1.75,1,169,1,Empirical
0.0,0,170,1,Empirical
0.5,1,171,1,Empirical
0.0,0,172,1,Empirical
0.0,0,173,1,Empirical
-0.7499999999999999,1,174,1,Empirical
0.39999999999999986,1,175,1,Empirical
0.16363636363636375,1,176,1,Empirical
1.8333333333333333,1,177,1,Empirical
0.4444444444444443,2,178,1,Empirical
-0.25,1,179,1,Empirical
0.0,0,180,1,Empirical
-0.33333333333333326,2,181,1,Empirical
0.0,0,182,1,Empirical
3.444444444444444,1,183,1,Empirical
0.25,1,184,1,Empirical
-0.44444444444444436,2,185,1,Empirical
3.75,1,186,1,Empirical
0.0,0,187,1,Empirical
-0.08214285714285716,2,188,1,Empirical
-0.33333333333333326,1,189,1,Empirical
0.8444444444444443,1,190,1,Empirical
-0.08333333333333333,1,191,1,Empirical
0.8333333333333334,1,192,1,Empirical
4.0,2,193,1,Empirical
-0.2916666666666667,3,194,1,Empirical
1.6666666666666667,1,196,1,Empirical
1.75,1,197,1,Empirical
0.5,1,198,1,Empirical
-0.25,1,199,1,Empirical
0.5,1,200,2,Empirical
1.5,3,201,2,Empirical
0.09523809523809512,2,202,2,Empirical
3.3333333333333335,1,203,2,Empirical
2.5,1,204,2,Empirical
2.0,1,205,2,Empirical
-0.125,1,206,2,Empirical
6.407407407407407,1,207,2,Empirical
1.5555555555555554,1,208,2,Empirical
2.75,1,209,2,Empirical
3.5,1,210,2,Empirical
-0.611111111111111,1,211,2,Empirical
-0.2,2,212,2,Empirical
-0.7083333333333333,1,213,2,Empirical
-0.7333333333333334,2,214,2,Empirical
0.04166666666666666,2,216,2,Empirical
0.0,0,217,2,Empirical
0.20833333333333331,2,218,2,Empirical
2.4285714285714284,1,219,2,Empirical
0.0,0,220,2,Empirical
0.5,1,221,2,Empirical
1.0,1,222,2,Empirical
3.416666666666666,1,223,2,Empirical
1.0,2,224,2,Empirical
5.0,1,225,2,Empirical
-0.25,1,226,2,Empirical
0.2,1,227,2,Empirical
-0.19999999999999996,1,228,2,Empirical
-0.5681818181818181,2,229,2,Empirical
0.0,0,230,2,Empirical
3.0,1,231,2,Empirical
0.1388888888888888,1,232,2,Empirical
4.0,1,233,2,Empirical
1.5,1,234,2,Empirical
1.5,3,235,2,Empirical
0.26984126984126977,1,236,2,Empirical
0.8,1,237,2,Empirical
0.0,0,238,2,Empirical
0.0,0,239,2,Empirical
2.666666666666667,2,240,2,Empirical
1.5,1,242,2,Empirical
1.0,1,243,2,Empirical
0.8,1,244,2,Empirical
2.0,1,245,2,Empirical
1.5,1,246,2,Empirical
0.015151515151515277,2,247,2,Empirical
1.0,2,248,2,Empirical
1.0,2,249,2,Empirical
0.0,0,250,2,Empirical
1.0,1,251,2,Empirical
4.0,1,252,2,Empirical
0.09523809523809512,2,253,2,Empirical
0.8,1,254,2,Empirical
0.17142857142857132,1,255,2,Empirical
0.0,0,256,2,Empirical
1.2666666666666668,1,257,2,Empirical
0.0,0,258,2,Empirical
2.0,1,259,2,Empirical
1.0,1,260,2,Empirical
3.0,1,261,2,Empirical
1.5555555555555554,1,262,2,Empirical
-0.17559523809523808,1,263,2,Empirical
0.044444444444444536,2,264,2,Empirical
0.06060606060606061,2,265,2,Empirical
0.0,0,266,2,Empirical
0.47619047619047616,1,267,2,Empirical
0.375,2,268,2,Empirical
0.26984126984126977,1,269,2,Empirical
0.0,0,270,2,Empirical
1.5,1,271,2,Empirical
1.575,3,272,2,Empirical
3.0,1,273,2,Empirical
1.5,1,274,2,Empirical
0.5,1,275,2,Empirical
1.0,1,276,2,Empirical
0.5000000000000001,1,277,2,Empirical
0.5,1,279,2,Empirical
-0.08333333333333334,3,280,2,Empirical
2.0,1,281,2,Empirical
0.8,1,282,2,Empirical
-0.6428571428571429,2,283,2,Empirical
1.7916666666666665,1,284,2,Empirical
2.0,3,285,2,Empirical
-0.44642857142857145,1,286,2,Empirical
-0.15833333333333324,2,287,2,Empirical
-0.24603174603174593,1,288,2,Empirical
4.5,1,289,2,Empirical
2.5,1,290,2,Empirical
1.111111111111111,1,291,2,Empirical
0.0,0,292,2,Empirical
-0.65,1,293,2,Empirical
0.5,1,294,2,Empirical
0.0,0,295,2,Empirical
0.2666666666666668,2,296,2,Empirical
0.0,0,297,2,Empirical
2.0,4,298,2,Empirical
0.16666666666666669,2,299,2,Empirical
2.0,1,300,3,Empirical
2.5,2,301,3,Empirical
-0.4,1,302,3,Empirical
-0.25,1,303,3,Empirical
0.6666666666666666,1,304,3,Empirical
0.5,1,305,3,Empirical
0.25,2,306,3,Empirical
-0.9777777777777779,1,307,3,Empirical
3.5,1,308,3,Empirical
1.0714285714285714,3,309,3,Empirical
0.11111111111111124,2,310,3,Empirical
0.15,2,311,3,Empirical
0.9999999999999999,2,312,3,Empirical
2.0,2,313,3,Empirical
0.5,1,314,3,Empirical
2.0,1,315,3,Empirical
1.25,1,316,3,Empirical
1.0,1,317,3,Empirical
1.0,1,318,3,Empirical
-0.5,1,319,3,Empirical
2.5,5,320,3,Empirical
1.5000000000000002,2,321,3,Empirical
0.3030303030303029,1,322,3,Empirical
-0.16666666666666669,1,323,3,Empirical
0.2222222222222221,1,324,3,Empirical
6.5,1,325,3,Empirical
1.0,2,326,3,Empirical
1.0,1,327,3,Empirical
1.0,2,328,3,Empirical
0.43589743589743585,2,329,3,Empirical
-0.16883116883116883,2,330,3,Empirical
0.0,0,331,3,Empirical
8.5,1,332,3,Empirical
0.311111111111111,1,333,3,Empirical
0.9555555555555554,1,334,3,Empirical
3.0,2,335,3,Empirical
0.5,1,337,3,Empirical
2.3333333333333335,1,338,3,Empirical
0.47023809523809523,3,339,3,Empirical
0.5,1,340,3,Empirical
4.515151515151516,1,341,3,Empirical
0.25,1,342,3,Empirical
5.0,1,343,3,Empirical
3.4444444444444446,1,344,3,Empirical
-0.2,1,345,3,Empirical
1.5,1,346,3,Empirical
0.4,1,347,3,Empirical
0.125,1,348,3,Empirical
1.1111111111111114,2,349,3,Empirical
2.285714285714286,1,350,3,Empirical
1.3071895424836601,1,351,3,Empirical
-0.5925925925925926,2,352,3,Empirical
3.5,1,353,3,Empirical
0.9285714285714286,3,354,3,Empirical
0.0,0,355,3,Empirical
1.888888888888889,2,356,3,Empirical
0.5972222222222223,2,357,3,Empirical
-0.11249999999999999,2,358,3,Empirical
1.7333333333333332,1,359,3,Empirical
1.3333333333333333,1,360,3,Empirical
-0.02197802197802189,1,361,3,Empirical
-0.3492063492063493,1,362,3,Empirical
1.75,3,363,3,Empirical
1.2666666666666668,1,364,3,Empirical
0.5,1,365,3,Empirical
0.375,1,366,3,Empirical
2.0,3,367,3,Empirical
2.0,1,368,3,Empirical
0.5,1,369,3,Empirical
0.1388888888888888,1,370,3,Empirical
2.5,1,371,3,Empirical
6.333333333333334,2,372,3,Empirical
2.2,1,373,3,Empirical
1.3703703703703707,1,374,3,Empirical
1.25,1,375,3,Empirical
2.0,1,376,3,Empirical
1.0,1,377,3,Empirical
-0.55,1,378,3,Empirical
-0.1,1,379,3,Empirical
7.0,1,380,3,Empirical
1.7333333333333332,1,381,3,Empirical
2.166666666666667,1,382,3,Empirical
2.25,1,383,3,Empirical
1.125,1,384,3,Empirical
5.466666666666667,2,385,3,Empirical
0.5,1,386,3,Empirical
-0.39743589743589747,2,387,3,Empirical
0.1999999999999999,2,388,3,Empirical
1.0,1,389,3,Empirical
2.0,1,390,3,Empirical
0.5,1,391,3,Empirical
0.5,1,392,3,Empirical
0.0,0,393,3,Empirical
2.0999999999999996,4,394,3,Empirical
4.5,1,395,3,Empirical
2.714285714285714,1,396,3,Empirical
4.111111111111111,2,397,3,Empirical
3.9999999999999996,4,398,3,Empirical
-0.7,1,399,3,Empirical
2.857142857142857,1,400,4,Empirical
6.0,1,401,4,Empirical
1.75,3,402,4,Empirical
3.5,1,403,4,Empirical
0.39999999999999986,1,404,4,Empirical
0.47619047619047616,1,406,4,Empirical
1.0,2,407,4,Empirical
-0.04999999999999999,2,408,4,Empirical
4.5,1,409,4,Empirical
-0.025252525252525148,1,410,4,Empirical
2.6666666666666665,1,411,4,Empirical
0.15000000000000002,2,412,4,Empirical
6.142857142857142,2,413,4,Empirical
1.3333333333333333,1,414,4,Empirical
0.5,1,415,4,Empirical
-0.2857142857142857,2,416,4,Empirical
3.0,1,417,4,Empirical
-0.2142857142857142,1,418,4,Empirical
0.5,1,419,4,Empirical
3.5,1,420,4,Empirical
1.3703703703703707,1,421,4,Empirical
0.5,1,422,4,Empirical
0.7222222222222224,2,423,4,Empirical
0.5,1,424,4,Empirical
0.1333333333333333,2,425,4,Empirical
0.5,1,426,4,Empirical
1.0,1,427,4,Empirical
1.4285714285714284,1,428,4,Empirical
3.888888888888889,1,429,4,Empirical
0.0,0,430,4,Empirical
-0.08333333333333334,3,431,4,Empirical
0.0,0,432,4,Empirical
2.3333333333333335,1,433,4,Empirical
0.14285714285714285,2,434,4,Empirical
0.875,1,436,4,Empirical
1.0,1,437,4,Empirical
2.4285714285714284,1,438,4,Empirical
0.09523809523809512,2,439,4,Empirical
1.4285714285714284,1,440,4,Empirical
-0.5,1,441,4,Empirical
0.5277777777777777,1,442,4,Empirical
0.6666666666666665,2,443,4,Empirical
-0.3333333333333333,3,444,4,Empirical
0.5,1,445,4,Empirical
4.4222222222222225,1,446,4,Empirical
1.1666666666666667,1,447,4,Empirical
3.833333333333334,1,448,4,Empirical
-0.2,2,449,4,Empirical
-0.125,1,450,4,Empirical
1.0,1,451,4,Empirical
2.0,1,452,4,Empirical
-0.606060606060606,2,453,4,Empirical
1.5,3,454,4,Empirical
0.125,1,455,4,Empirical
1.3333333333333333,1,456,4,Empirical
2.0,1,457,4,Empirical
1.0,1,458,4,Empirical
-0.5619047619047619,2,459,4,Empirical
2.7272727272727275,1,460,4,Empirical
6.0,1,461,4,Empirical
0.5,1,462,4,Empirical
-0.4000000000000001,1,463,4,Empirical
6.0,1,464,4,Empirical
0.0,0,465,4,Empirical
4.5,1,466,4,Empirical
2.0,1,467,4,Empirical
1.0,1,468,4,Empirical
-0.611111111111111,1,469,4,Empirical
0.5,1,470,4,Empirical
-0.75,1,471,4,Empirical
0.0,0,472,4,Empirical
0.0,0,474,4,Empirical
-1.1102230246251565e-16,1,475,4,Empirical
1.0,2,476,4,Empirical
-0.05555555555555547,1,477,4,Empirical
0.0,0,478,4,Empirical
0.05833333333333324,2,479,4,Empirical
1.5,1,480,4,Empirical
2.0,1,481,4,Empirical
0.8333333333333334,1,482,4,Empirical
0.5,1,483,4,Empirical
0.21818181818181817,2,484,4,Empirical
3.5,1,485,4,Empirical
4.0,2,486,4,Empirical
4.0,1,487,4,Empirical
0.5,1,488,4,Empirical
0.6666666666666665,2,489,4,Empirical
5.555555555555556,1,490,4,Empirical
3.25,1,491,4,Empirical
1.0,2,492,4,Empirical
0.0,0,493,4,Empirical
1.0,2,494,4,Empirical
2.0,1,495,4,Empirical
0.0,1,496,4,Empirical
2.0,2,497,4,Empirical
-0.040598290598290565,2,498,4,Empirical
2.714285714285714,1,499,4,Empirical
1.0,1,500,5,Empirical
0.125,1,501,5,Empirical
3.0,2,502,5,Empirical
-0.35625,3,503,5,Empirical
0.3333333333333333,2,504,5,Empirical
2.3333333333333335,1,505,5,Empirical
1.8333333333333333,3,506,5,Empirical
0.5000000000000002,2,507,5,Empirical
0.10000000000000013,2,508,5,Empirical
2.444444444444444,2,509,5,Empirical
0.8333333333333334,1,510,5,Empirical
1.5,1,511,5,Empirical
1.5,1,512,5,Empirical
0.5,1,513,5,Empirical
1.0,2,514,5,Empirical
3.0,1,515,5,Empirical
0.39999999999999986,1,516,5,Empirical
1.0,1,517,5,Empirical
0.75,1,518,5,Empirical
2.75,1,519,5,Empirical
0.0,0,520,5,Empirical
1.3071895424836601,1,521,5,Empirical
1.0,1,522,5,Empirical
0.26984126984126977,1,523,5,Empirical
0.16666666666666666,1,524,5,Empirical
5.388888888888888,1,525,5,Empirical
0.5,1,526,5,Empirical
3.285714285714286,1,527,5,Empirical
5.0,1,528,5,Empirical
1.0,1,529,5,Empirical
3.3333333333333335,1,530,5,Empirical
0.5,1,531,5,Empirical
0.75,1,532,5,Empirical
0.0,0,533,5,Empirical
1.3333333333333335,2,534,5,Empirical
0.0,0,535,5,Empirical
1.111111111111111,2,536,5,Empirical
0.0,0,537,5,Empirical
-0.6,2,538,5,Empirical
0.25,1,539,5,Empirical
-0.8333333333333333,1,541,5,Empirical
-1.1102230246251565e-16,1,542,5,Empirical
0.0,0,543,5,Empirical
0.2222222222222221,1,544,5,Empirical
0.8444444444444443,1,545,5,Empirical
0.5,1,546,5,Empirical
5.0,1,548,5,Empirical
0.8888888888888888,1,549,5,Empirical
0.3333333333333333,2,550,5,Empirical
2.0,1,551,5,Empirical
-0.2,2,552,5,Empirical
0.7777777777777779,1,553,5,Empirical
0.0,0,554,5,Empirical
1.181818181818182,1,555,5,Empirical
-0.33333333333333326,1,556,5,Empirical
4.303030303030303,1,557,5,Empirical
0.0,0,558,5,Empirical
1.0,1,559,5,Empirical
2.266666666666667,1,560,5,Empirical
0.0,0,561,5,Empirical
0.6717171717171718,2,562,5,Empirical
3.7777777777777772,1,563,5,Empirical
0.4,1,565,5,Empirical
0.9999999999999999,1,566,5,Empirical
0.0,0,568,5,Empirical
0.4040404040404042,1,569,5,Empirical
-0.7047619047619048,1,570,5,Empirical
1.0,2,571,5,Empirical
1.2,1,572,5,Empirical
2.1666666666666665,1,573,5,Empirical
2.0,2,574,5,Empirical
1.5,1,575,5,Empirical
3.5,1,576,5,Empirical
1.25,1,577,5,Empirical
0.75,2,578,5,Empirical
1.5,1,579,5,Empirical
1.9488636363636365,1,580,5,Empirical
0.03749999999999998,2,582,5,Empirical
0.0,0,583,5,Empirical
1.5,1,584,5,Empirical
-0.25,1,585,5,Empirical
0.14285714285714285,2,586,5,Empirical
2.0,1,587,5,Empirical
2.375,3,588,5,Empirical
0.20370370370370383,1,589,5,Empirical
-0.10457516339869272,2,590,5,Empirical
0.5,1,591,5,Empirical
1.0,1,592,5,Empirical
0.0,0,593,5,Empirical
-1.1102230246251565e-16,1,594,5,Empirical
2.0,1,595,5,Empirical
0.0,0,597,5,Empirical
4.5,1,598,5,Empirical
1.0,2,599,5,Empirical
0.0,0,600,6,Empirical
-0.5333333333333333,1,601,6,Empirical
1.0,2,602,6,Empirical
0.39999999999999986,1,603,6,Empirical
0.5,1,604,6,Empirical
0.0,0,605,6,Empirical
0.3333333333333335,2,606,6,Empirical
2.25,1,607,6,Empirical
0.050892857142857184,3,608,6,Empirical
2.0,1,609,6,Empirical
3.0,1,610,6,Empirical
2.4285714285714284,1,611,6,Empirical
1.25,1,612,6,Empirical
1.0,1,613,6,Empirical
1.75,1,614,6,Empirical
0.0,0,615,6,Empirical
-0.1111111111111111,2,616,6,Empirical
0.0,0,617,6,Empirical
4.857142857142857,1,618,6,Empirical
0.5,1,619,6,Empirical
0.5,1,620,6,Empirical
2.333333333333334,2,621,6,Empirical
5.5,1,622,6,Empirical
1.6666666666666665,1,623,6,Empirical
3.0,1,624,6,Empirical
-0.05000000000000013,1,625,6,Empirical
0.5000000000000001,1,626,6,Empirical
1.2430555555555556,3,627,6,Empirical
1.225,2,628,6,Empirical
0.3333333333333333,1,629,6,Empirical
-0.05714285714285705,2,630,6,Empirical
0.0,0,632,6,Empirical
0.25,1,634,6,Empirical
-1.1102230246251565e-16,1,635,6,Empirical
1.5,1,636,6,Empirical
0.35714285714285715,1,637,6,Empirical
0.5,1,638,6,Empirical
2.25,1,639,6,Empirical
5.5,1,640,6,Empirical
0.0,0,641,6,Empirical
0.5,1,642,6,Empirical
2.0,1,643,6,Empirical
1.2499999999999998,1,644,6,Empirical
1.1111111111111114,1,645,6,Empirical
1.0,1,646,6,Empirical
1.5,1,647,6,Empirical
1.0,2,648,6,Empirical
0.25,1,649,6,Empirical
1.0,1,650,6,Empirical
1.5,1,651,6,Empirical
1.5555555555555554,1,652,6,Empirical
3.0,1,653,6,Empirical
3.0,1,654,6,Empirical
4.533333333333334,2,655,6,Empirical
0.48888888888888876,2,656,6,Empirical
2.0,1,657,6,Empirical
-0.39285714285714285,2,658,6,Empirical
1.9999999999999998,2,660,6,Empirical
2.5,1,661,6,Empirical
0.125,1,662,6,Empirical
3.0,1,663,6,Empirical
1.25,1,664,6,Empirical
0.10000000000000013,1,665,6,Empirical
1.1111111111111114,1,666,6,Empirical
3.0,1,667,6,Empirical
0.75,1,668,6,Empirical
1.9999999999999998,5,669,6,Empirical
2.0,2,671,6,Empirical
0.3333333333333335,2,672,6,Empirical
3.4945054945054945,2,673,6,Empirical
3.3,2,674,6,Empirical
0.4,1,675,6,Empirical
0.44444444444444453,2,676,6,Empirical
-0.2,1,677,6,Empirical
1.675,1,678,6,Empirical
2.5,1,679,6,Empirical
2.0,2,681,6,Empirical
0.2222222222222223,1,682,6,Empirical
1.0,1,683,6,Empirical
2.266666666666667,1,684,6,Empirical
-0.619047619047619,2,685,6,Empirical
1.25,1,686,6,Empirical
-0.08333333333333333,1,687,6,Empirical
0.053030303030303025,3,688,6,Empirical
2.444444444444444,2,689,6,Empirical
0.5,1,690,6,Empirical
2.0,1,691,6,Empirical
0.09523809523809512,2,692,6,Empirical
4.444444444444445,1,693,6,Empirical
2.444444444444444,2,694,6,Empirical
0.9999999999999999,2,695,6,Empirical
0.0,0,696,6,Empirical
7.0,1,697,6,Empirical
1.0,2,698,6,Empirical
6.5,1,699,6,Empirical
1.5,1,700,7,Empirical
0.0,0,701,7,Empirical
1.0,2,702,7,Empirical
0.75,1,703,7,Empirical
2.0,1,704,7,Empirical
6.0,1,705,7,Empirical
0.2857142857142857,1,706,7,Empirical
-0.14285714285714285,1,707,7,Empirical
0.0,0,708,7,Empirical
0.7,1,710,7,Empirical
1.5,1,711,7,Empirical
1.25,1,712,7,Empirical
2.982142857142857,2,713,7,Empirical
1.2692307692307692,1,714,7,Empirical
6.5,1,715,7,Empirical
3.0,2,716,7,Empirical
0.5333333333333333,2,717,7,Empirical
-0.2727272727272727,2,718,7,Empirical
2.266666666666667,1,719,7,Empirical
3.5,1,720,7,Empirical
-0.4,1,721,7,Empirical
1.5,1,722,7,Empirical
1.0,2,723,7,Empirical
7.5,1,724,7,Empirical
0.2857142857142857,1,725,7,Empirical
1.0,2,726,7,Empirical
2.5,1,727,7,Empirical
-0.05555555555555544,1,728,7,Empirical
2.8,1,729,7,Empirical
1.5,1,730,7,Empirical
0.5000000000000001,1,731,7,Empirical
1.0,2,732,7,Empirical
3.888888888888889,1,733,7,Empirical
0.75,1,734,7,Empirical
2.3333333333333335,1,735,7,Empirical
10.5,1,736,7,Empirical
1.0,1,737,7,Empirical
1.0,2,738,7,Empirical
0.625,1,739,7,Empirical
1.7333333333333332,1,740,7,Empirical
0.5000000000000001,1,741,7,Empirical
0.0,0,742,7,Empirical
1.0,1,743,7,Empirical
1.5,1,744,7,Empirical
0.7366071428571428,2,745,7,Empirical
0.0,0,746,7,Empirical
4.0,1,747,7,Empirical
-0.16666666666666666,1,748,7,Empirical
0.21323529411764705,3,749,7,Empirical
-0.3333333333333333,1,750,7,Empirical
2.0,1,751,7,Empirical
6.0,1,752,7,Empirical
0.0,0,753,7,Empirical
2.0,1,754,7,Empirical
1.0,2,755,7,Empirical
0.125,1,756,7,Empirical
2.7272727272727275,1,757,7,Empirical
3.0,2,758,7,Empirical
1.4285714285714284,1,759,7,Empirical
0.13888888888888906,1,760,7,Empirical
0.3333333333333335,2,761,7,Empirical
2.5,1,762,7,Empirical
0.16666666666666666,1,763,7,Empirical
4.5,1,764,7,Empirical
-0.3492063492063493,2,765,7,Empirical
-0.34545454545454557,2,766,7,Empirical
-0.25,1,767,7,Empirical
1.5,2,768,7,Empirical
3.0,2,769,7,Empirical
1.3333333333333335,2,770,7,Empirical
0.0,0,771,7,Empirical
3.0000000000000004,4,772,7,Empirical
7.0,1,773,7,Empirical
-0.5428571428571429,1,774,7,Empirical
1.0,1,775,7,Empirical
0.4555555555555553,2,776,7,Empirical
1.2666666666666668,1,777,7,Empirical
0.6388888888888887,1,778,7,Empirical
2.0,2,779,7,Empirical
0.625,1,780,7,Empirical
0.5,1,781,7,Empirical
1.0,2,782,7,Empirical
3.625,3,783,7,Empirical
4.3999999999999995,1,784,7,Empirical
2.261904761904762,1,786,7,Empirical
2.111111111111111,1,787,7,Empirical
0.5,1,789,7,Empirical
4.4222222222222225,1,790,7,Empirical
0.5,1,791,7,Empirical
0.75,1,792,7,Empirical
6.5,3,793,7,Empirical
1.5,1,794,7,Empirical
0.24583333333333335,2,795,7,Empirical
1.7333333333333332,1,796,7,Empirical
0.2222222222222221,1,797,7,Empirical
0.0,0,798,7,Empirical
0.5000000000000001,1,799,7,Empirical
1.5,1,800,8,Empirical
1.25,1,801,8,Empirical
3.0,1,803,8,Empirical
1.0,1,804,8,Empirical
1.0,1,805,8,Empirical
0.0,0,806,8,Empirical
0.375,1,807,8,Empirical
5.5,1,808,8,Empirical
1.777777777777778,1,809,8,Empirical
1.25,1,810,8,Empirical
-0.6666666666666667,1,811,8,Empirical
-0.2142857142857142,1,813,8,Empirical
1.0,1,814,8,Empirical
0.0,0,815,8,Empirical
1.0,1,816,8,Empirical
0.5,1,817,8,Empirical
3.5,1,818,8,Empirical
3.25,1,819,8,Empirical
0.35416666666666663,1,820,8,Empirical
0.6888888888888888,2,821,8,Empirical
1.333333333333333,2,822,8,Empirical
-0.28125,3,823,8,Empirical
2.75,1,824,8,Empirical
1.375,1,825,8,Empirical
1.5,3,826,8,Empirical
0.5,1,827,8,Empirical
3.0,1,828,8,Empirical
-0.044444444444444536,2,829,8,Empirical
-0.29999999999999993,2,830,8,Empirical
-0.33333333333333326,2,831,8,Empirical
-1.0000000000000002,1,832,8,Empirical
0.0,0,833,8,Empirical
1.5,2,835,8,Empirical
0.0,0,836,8,Empirical
3.5,1,837,8,Empirical
2.75,1,838,8,Empirical
-0.75,2,839,8,Empirical
1.75,1,840,8,Empirical
0.9999999999999999,1,841,8,Empirical
0.5,1,842,8,Empirical
-0.2,2,843,8,Empirical
0.3333333333333333,1,844,8,Empirical
1.1746031746031746,1,845,8,Empirical
2.5,1,847,8,Empirical
