new,accumulated,year,label,paper_id,dataName
0,178,2010,All,448,PA
0,119,2010,All,449,PA
0,119,2010,All,450,PA
0,111,2010,All,451,PA
0,115,2010,All,452,PA
0,104,2010,All,453,PA
0,117,2010,All,454,PA
0,138,2010,All,455,PA
0,97,2010,All,456,PA
0,112,2010,All,457,PA
0,104,2010,All,458,PA
0,96,2010,All,459,PA
0,99,2010,All,460,PA
0,103,2010,All,461,PA
0,72,2010,All,462,PA
0,149,2010,All,463,PA
0,114,2010,All,464,PA
0,120,2010,All,465,PA
0,70,2010,All,466,PA
0,118,2010,All,467,PA
0,146,2010,All,468,PA
0,127,2010,All,469,PA
0,96,2010,All,470,PA
0,103,2010,All,471,PA
0,80,2010,All,472,PA
0,133,2010,All,473,PA
0,168,2010,All,474,PA
0,108,2010,All,475,PA
0,121,2010,All,476,PA
0,129,2010,All,477,PA
0,115,2010,All,478,PA
0,124,2010,All,479,PA
0,133,2010,All,480,PA
0,121,2010,All,481,PA
0,135,2010,All,482,PA
0,111,2010,All,483,PA
0,116,2010,All,484,PA
0,90,2010,All,485,PA
0,145,2010,All,486,PA
0,102,2010,All,487,PA
0,87,2010,All,488,PA
0,128,2010,All,489,PA
0,133,2010,All,490,PA
0,75,2010,All,491,PA
0,145,2010,All,492,PA
0,64,2010,All,493,PA
0,74,2010,All,494,PA
0,115,2010,All,495,PA
0,137,2010,All,496,PA
0,121,2010,All,497,PA
0,120,2010,All,498,PA
0,84,2010,All,499,PA
0,128,2010,All,500,PA
0,112,2010,All,501,PA
0,106,2010,All,502,PA
0,113,2010,All,503,PA
0,101,2010,All,504,PA
0,107,2010,All,505,PA
0,110,2010,All,506,PA
0,117,2010,All,507,PA
0,104,2010,All,508,PA
0,85,2010,All,509,PA
0,92,2010,All,510,PA
0,100,2010,All,511,PA
0,70,2010,All,512,PA
0,147,2010,All,513,PA
0,94,2010,All,514,PA
0,118,2010,All,515,PA
0,126,2010,All,516,PA
0,117,2010,All,517,PA
0,119,2010,All,518,PA
0,79,2010,All,519,PA
0,81,2010,All,520,PA
0,78,2010,All,521,PA
0,75,2010,All,522,PA
0,87,2010,All,523,PA
0,88,2010,All,524,PA
0,143,2010,All,525,PA
0,99,2010,All,526,PA
0,116,2010,All,527,PA
0,100,2010,All,528,PA
0,106,2010,All,529,PA
0,115,2010,All,530,PA
0,105,2010,All,531,PA
0,117,2010,All,532,PA
0,88,2010,All,533,PA
0,72,2010,All,534,PA
0,127,2010,All,535,PA
0,82,2010,All,536,PA
0,128,2010,All,537,PA
0,98,2010,All,538,PA
0,105,2010,All,539,PA
0,91,2010,All,540,PA
0,82,2010,All,541,PA
0,109,2010,All,542,PA
0,95,2010,All,543,PA
0,113,2010,All,544,PA
0,129,2010,All,545,PA
0,106,2010,All,546,PA
0,94,2010,All,547,PA
0,100,2010,All,548,PA
0,82,2010,All,549,PA
0,102,2010,All,550,PA
0,110,2010,All,551,PA
0,103,2010,All,552,PA
0,97,2010,All,553,PA
0,93,2010,All,554,PA
0,78,2010,All,555,PA
0,113,2010,All,556,PA
0,104,2010,All,557,PA
0,86,2010,All,558,PA
0,109,2010,All,559,PA
0,98,2010,All,560,PA
0,102,2010,All,561,PA
0,108,2010,All,562,PA
0,74,2010,All,563,PA
0,100,2010,All,564,PA
0,107,2010,All,565,PA
0,128,2010,All,566,PA
0,78,2010,All,567,PA
0,71,2010,All,568,PA
0,121,2010,All,569,PA
0,129,2010,All,570,PA
0,75,2010,All,571,PA
0,85,2010,All,572,PA
0,92,2010,All,573,PA
0,64,2010,All,574,PA
0,73,2010,All,575,PA
0,75,2010,All,576,PA
0,102,2010,All,577,PA
0,88,2010,All,578,PA
0,116,2010,All,579,PA
0,96,2010,All,580,PA
0,129,2010,All,581,PA
0,114,2010,All,582,PA
0,114,2010,All,583,PA
0,84,2010,All,584,PA
0,107,2010,All,585,PA
0,158,2010,All,586,PA
0,113,2010,All,587,PA
0,105,2010,All,588,PA
0,127,2010,All,589,PA
0,90,2010,All,590,PA
0,96,2010,All,591,PA
0,72,2010,All,592,PA
0,97,2010,All,593,PA
0,131,2010,All,594,PA
0,83,2010,All,595,PA
0,104,2010,All,596,PA
0,86,2010,All,597,PA
0,81,2010,All,598,PA
0,140,2010,All,599,PA
0,93,2010,All,600,PA
0,84,2010,All,601,PA
0,101,2010,All,602,PA
0,85,2010,All,603,PA
0,89,2010,All,604,PA
0,107,2010,All,605,PA
0,58,2010,All,606,PA
0,88,2010,All,607,PA
0,93,2010,All,608,PA
0,97,2010,All,609,PA
0,99,2010,All,610,PA
0,106,2010,All,611,PA
0,78,2010,All,612,PA
0,103,2010,All,613,PA
0,101,2010,All,614,PA
0,73,2010,All,615,PA
0,45,2010,All,616,PA
0,95,2010,All,617,PA
0,72,2010,All,618,PA
0,100,2010,All,619,PA
0,100,2010,All,620,PA
0,111,2010,All,621,PA
0,105,2010,All,622,PA
0,76,2010,All,623,PA
0,98,2010,All,624,PA
0,101,2010,All,625,PA
0,103,2010,All,626,PA
0,88,2010,All,627,PA
0,65,2010,All,628,PA
0,72,2010,All,629,PA
0,103,2010,All,630,PA
0,95,2010,All,631,PA
0,122,2010,All,632,PA
0,95,2010,All,633,PA
0,103,2010,All,634,PA
0,66,2010,All,635,PA
0,80,2010,All,636,PA
0,105,2010,All,637,PA
0,91,2010,All,638,PA
0,110,2010,All,639,PA
0,139,2010,All,640,PA
0,123,2010,All,641,PA
0,78,2010,All,642,PA
0,69,2010,All,643,PA
0,85,2010,All,644,PA
0,70,2010,All,645,PA
0,57,2010,All,646,PA
0,138,2010,All,647,PA
0,59,2010,All,648,PA
0,96,2010,All,649,PA
0,120,2010,All,650,PA
0,97,2010,All,651,PA
0,80,2010,All,652,PA
0,72,2010,All,653,PA
0,106,2010,All,654,PA
0,103,2010,All,655,PA
0,125,2010,All,656,PA
0,70,2010,All,657,PA
0,74,2010,All,658,PA
0,88,2010,All,659,PA
0,87,2010,All,660,PA
0,81,2010,All,661,PA
0,121,2010,All,662,PA
0,59,2010,All,663,PA
0,117,2010,All,664,PA
0,96,2010,All,665,PA
0,114,2010,All,666,PA
0,123,2010,All,667,PA
0,88,2010,All,668,PA
0,91,2010,All,669,PA
0,100,2010,All,670,PA
0,90,2010,All,671,PA
0,89,2010,All,672,PA
0,87,2010,All,673,PA
0,125,2010,All,674,PA
0,98,2010,All,675,PA
0,103,2010,All,676,PA
0,125,2010,All,677,PA
0,73,2010,All,678,PA
0,100,2010,All,679,PA
0,100,2010,All,680,PA
0,110,2010,All,681,PA
0,111,2010,All,682,PA
0,111,2010,All,683,PA
0,80,2010,All,684,PA
0,85,2010,All,685,PA
0,109,2010,All,686,PA
0,90,2010,All,687,PA
0,90,2010,All,688,PA
0,77,2010,All,689,PA
0,74,2010,All,690,PA
0,52,2010,All,691,PA
0,56,2010,All,692,PA
0,79,2010,All,693,PA
0,81,2010,All,694,PA
0,99,2010,All,695,PA
0,69,2010,All,696,PA
0,76,2010,All,697,PA
0,100,2010,All,698,PA
0,59,2010,All,699,PA
0,63,2010,All,700,PA
0,76,2010,All,701,PA
0,66,2010,All,702,PA
0,90,2010,All,703,PA
0,91,2010,All,704,PA
0,93,2010,All,705,PA
0,108,2010,All,706,PA
0,83,2010,All,707,PA
0,102,2010,All,708,PA
0,81,2010,All,709,PA
0,88,2010,All,710,PA
0,64,2010,All,711,PA
0,60,2010,All,712,PA
0,82,2010,All,713,PA
0,68,2010,All,714,PA
0,58,2010,All,715,PA
0,69,2010,All,716,PA
0,133,2010,All,717,PA
0,68,2010,All,718,PA
0,76,2010,All,719,PA
0,106,2010,All,720,PA
0,61,2010,All,721,PA
0,62,2010,All,722,PA
0,68,2010,All,723,PA
0,81,2010,All,724,PA
0,93,2010,All,725,PA
0,77,2010,All,726,PA
0,88,2010,All,727,PA
0,76,2010,All,728,PA
0,95,2010,All,729,PA
0,77,2010,All,730,PA
0,76,2010,All,731,PA
0,100,2010,All,732,PA
0,67,2010,All,733,PA
0,84,2010,All,734,PA
0,138,2010,All,735,PA
0,68,2010,All,736,PA
0,52,2010,All,737,PA
0,88,2010,All,738,PA
0,93,2010,All,739,PA
0,59,2010,All,740,PA
0,81,2010,All,741,PA
0,109,2010,All,742,PA
0,97,2010,All,743,PA
0,64,2010,All,744,PA
0,86,2010,All,745,PA
0,114,2010,All,746,PA
0,90,2010,All,747,PA
0,83,2010,All,748,PA
0,75,2010,All,749,PA
0,64,2010,All,750,PA
0,101,2010,All,751,PA
0,72,2010,All,752,PA
0,98,2010,All,753,PA
0,69,2010,All,754,PA
0,79,2010,All,755,PA
0,73,2010,All,756,PA
0,78,2010,All,757,PA
0,92,2010,All,758,PA
0,93,2010,All,759,PA
0,54,2010,All,760,PA
0,92,2010,All,761,PA
0,79,2010,All,762,PA
0,66,2010,All,763,PA
0,70,2010,All,764,PA
0,104,2010,All,765,PA
0,99,2010,All,766,PA
0,73,2010,All,767,PA
0,67,2010,All,768,PA
0,59,2010,All,769,PA
0,68,2010,All,770,PA
0,105,2010,All,771,PA
0,69,2010,All,772,PA
0,74,2010,All,773,PA
0,98,2010,All,774,PA
0,71,2010,All,775,PA
0,67,2010,All,776,PA
0,98,2010,All,777,PA
0,70,2010,All,778,PA
0,105,2010,All,779,PA
0,79,2010,All,780,PA
0,97,2010,All,781,PA
0,85,2010,All,782,PA
0,92,2010,All,783,PA
0,88,2010,All,784,PA
0,81,2010,All,785,PA
0,100,2010,All,786,PA
0,79,2010,All,787,PA
0,67,2010,All,788,PA
0,65,2010,All,789,PA
0,71,2010,All,790,PA
0,81,2010,All,791,PA
0,87,2010,All,792,PA
0,75,2010,All,793,PA
0,50,2010,All,794,PA
0,50,2010,All,795,PA
0,65,2010,All,796,PA
0,104,2010,All,797,PA
0,56,2010,All,798,PA
0,65,2010,All,799,PA
0,66,2010,All,800,PA
0,67,2010,All,801,PA
0,72,2010,All,802,PA
0,71,2010,All,803,PA
0,92,2010,All,804,PA
0,60,2010,All,805,PA
0,68,2010,All,806,PA
0,66,2010,All,807,PA
0,90,2010,All,808,PA
0,61,2010,All,809,PA
0,84,2010,All,810,PA
0,74,2010,All,811,PA
0,81,2010,All,812,PA
0,96,2010,All,813,PA
0,84,2010,All,814,PA
0,82,2010,All,815,PA
0,67,2010,All,816,PA
0,90,2010,All,817,PA
0,47,2010,All,818,PA
0,76,2010,All,819,PA
0,68,2010,All,820,PA
0,37,2010,All,821,PA
0,61,2010,All,822,PA
0,57,2010,All,823,PA
0,73,2010,All,824,PA
0,45,2010,All,825,PA
0,62,2010,All,826,PA
0,99,2010,All,827,PA
0,76,2010,All,828,PA
0,55,2010,All,829,PA
0,85,2010,All,830,PA
0,60,2010,All,831,PA
0,83,2010,All,832,PA
0,66,2010,All,833,PA
0,72,2010,All,834,PA
0,74,2010,All,835,PA
0,87,2010,All,836,PA
0,90,2010,All,837,PA
0,61,2010,All,838,PA
0,65,2010,All,839,PA
0,57,2010,All,840,PA
0,90,2010,All,841,PA
0,77,2010,All,842,PA
0,58,2010,All,843,PA
0,48,2010,All,844,PA
0,80,2010,All,845,PA
0,67,2010,All,846,PA
0,86,2010,All,847,PA
0,92,2010,All,848,PA
0,109,2010,All,849,PA
0,75,2010,All,850,PA
0,94,2010,All,851,PA
0,76,2010,All,852,PA
0,110,2010,All,853,PA
0,69,2010,All,854,PA
0,77,2010,All,855,PA
0,77,2010,All,856,PA
0,84,2010,All,857,PA
0,63,2010,All,858,PA
0,70,2010,All,859,PA
0,39,2010,All,860,PA
0,77,2010,All,861,PA
0,72,2010,All,862,PA
0,76,2010,All,863,PA
0,70,2010,All,864,PA
0,92,2010,All,865,PA
0,72,2010,All,866,PA
0,53,2010,All,867,PA
0,87,2010,All,868,PA
0,60,2010,All,869,PA
0,81,2010,All,870,PA
0,73,2010,All,871,PA
0,62,2010,All,872,PA
0,74,2010,All,873,PA
0,71,2010,All,874,PA
0,54,2010,All,875,PA
0,77,2010,All,876,PA
0,80,2010,All,877,PA
0,55,2010,All,878,PA
0,67,2010,All,879,PA
0,77,2010,All,880,PA
0,79,2010,All,881,PA
0,76,2010,All,882,PA
0,73,2010,All,883,PA
0,88,2010,All,884,PA
0,81,2010,All,885,PA
0,65,2010,All,886,PA
0,114,2010,All,887,PA
0,93,2010,All,888,PA
0,107,2010,All,889,PA
0,59,2010,All,890,PA
0,67,2010,All,891,PA
0,59,2010,All,892,PA
0,51,2010,All,893,PA
0,77,2010,All,894,PA
0,108,2010,All,895,PA
0,74,2010,All,896,PA
0,104,2010,All,897,PA
0,57,2010,All,898,PA
0,57,2010,All,899,PA
0,77,2010,All,900,PA
0,79,2010,All,901,PA
0,45,2010,All,902,PA
0,46,2010,All,903,PA
0,83,2010,All,904,PA
0,81,2010,All,905,PA
0,50,2010,All,906,PA
0,66,2010,All,907,PA
0,52,2010,All,908,PA
0,82,2010,All,909,PA
0,72,2010,All,910,PA
0,84,2010,All,911,PA
0,92,2010,All,912,PA
0,74,2010,All,913,PA
0,78,2010,All,914,PA
0,82,2010,All,915,PA
0,108,2010,All,916,PA
0,67,2010,All,917,PA
0,62,2010,All,918,PA
0,74,2010,All,919,PA
0,85,2010,All,920,PA
0,56,2010,All,921,PA
0,57,2010,All,922,PA
0,64,2010,All,923,PA
0,102,2010,All,924,PA
0,96,2010,All,925,PA
0,62,2010,All,926,PA
0,55,2010,All,927,PA
0,89,2010,All,928,PA
0,67,2010,All,929,PA
0,49,2010,All,930,PA
0,62,2010,All,931,PA
0,67,2010,All,932,PA
0,62,2010,All,933,PA
0,66,2010,All,934,PA
0,50,2010,All,935,PA
0,84,2010,All,936,PA
0,73,2010,All,937,PA
0,57,2010,All,938,PA
0,64,2010,All,939,PA
0,70,2010,All,940,PA
0,78,2010,All,941,PA
0,52,2010,All,942,PA
0,81,2010,All,943,PA
0,59,2010,All,944,PA
0,68,2010,All,945,PA
0,103,2010,All,946,PA
0,86,2010,All,947,PA
0,76,2010,All,948,PA
0,62,2010,All,949,PA
0,60,2010,All,950,PA
0,66,2010,All,951,PA
0,63,2010,All,952,PA
0,83,2010,All,953,PA
0,58,2010,All,954,PA
0,91,2010,All,955,PA
0,78,2010,All,956,PA
0,75,2010,All,957,PA
0,88,2010,All,958,PA
0,75,2010,All,959,PA
0,68,2010,All,960,PA
0,70,2010,All,961,PA
0,113,2010,All,962,PA
0,85,2010,All,963,PA
0,70,2010,All,964,PA
0,59,2010,All,965,PA
0,51,2010,All,966,PA
0,45,2010,All,967,PA
0,52,2010,All,968,PA
0,63,2010,All,969,PA
0,60,2010,All,970,PA
0,73,2010,All,971,PA
0,54,2010,All,972,PA
0,57,2010,All,973,PA
0,88,2010,All,974,PA
0,83,2010,All,975,PA
0,78,2010,All,976,PA
0,66,2010,All,977,PA
0,59,2010,All,978,PA
0,61,2010,All,979,PA
0,51,2010,All,980,PA
0,70,2010,All,981,PA
0,87,2010,All,982,PA
0,77,2010,All,983,PA
0,72,2010,All,984,PA
0,90,2010,All,985,PA
0,81,2010,All,986,PA
0,75,2010,All,987,PA
0,79,2010,All,988,PA
0,60,2010,All,989,PA
0,66,2010,All,990,PA
0,58,2010,All,991,PA
0,42,2010,All,992,PA
0,73,2010,All,993,PA
0,82,2010,All,994,PA
