age,n,group
48,735,top
49,735,top
50,735,top
0,10,middle
1,47,middle
2,79,middle
3,109,middle
4,141,middle
5,170,middle
6,199,middle
7,230,middle
8,261,middle
9,295,middle
10,326,middle
11,354,middle
12,384,middle
13,415,middle
14,446,middle
15,459,middle
16,459,middle
17,459,middle
18,459,middle
19,459,middle
20,459,middle
21,459,middle
22,459,middle
23,459,middle
24,459,middle
25,459,middle
26,459,middle
27,459,middle
28,459,middle
29,459,middle
30,459,middle
31,459,middle
32,459,middle
33,459,middle
34,459,middle
35,460,middle
36,460,middle
37,460,middle
38,460,middle
39,460,middle
40,460,middle
41,460,middle
42,460,middle
43,460,middle
44,460,middle
45,460,middle
46,460,middle
47,460,middle
48,460,middle
49,460,middle
50,460,middle
0,2,top
1,2,top
2,2,top
3,2,top
4,3,top
5,4,top
6,12,top
7,52,top
8,85,top
9,126,top
10,170,top
11,211,top
12,253,top
13,294,top
14,328,top
15,362,top
16,415,top
17,449,top
18,479,top
19,497,top
20,522,top
21,549,top
22,576,top
23,603,top
24,622,top
25,652,top
26,684,top
27,707,top
28,737,top
29,758,top
30,780,top
31,812,top
32,830,top
33,852,top
34,878,top
35,899,top
36,917,top
37,939,top
38,966,top
39,984,top
40,1007,top
41,1016,top
42,1018,top
43,1018,top
44,1018,top
45,1018,top
46,1018,top
47,1018,top
48,1018,top
49,1018,top
50,1018,top
0,1,bottom
1,1,bottom
2,1,bottom
3,1,bottom
4,1,bottom
5,1,bottom
6,1,bottom
7,1,bottom
8,1,bottom
9,1,bottom
10,1,bottom
11,1,bottom
12,1,bottom
13,1,bottom
14,1,bottom
15,1,bottom
16,1,bottom
17,1,bottom
18,1,bottom
19,1,bottom
20,1,bottom
21,1,bottom
22,1,bottom
23,1,bottom
24,1,bottom
25,1,bottom
26,1,bottom
27,1,bottom
28,1,bottom
29,1,bottom
30,1,bottom
31,1,bottom
32,2,bottom
33,2,bottom
34,2,bottom
35,2,bottom
36,2,bottom
37,2,bottom
38,2,bottom
39,2,bottom
40,2,bottom
41,2,bottom
42,2,bottom
43,2,bottom
44,2,bottom
45,2,bottom
46,2,bottom
47,2,bottom
48,2,bottom
49,2,bottom
50,2,bottom
0,1,bottom
1,1,bottom
2,1,bottom
3,1,bottom
4,1,bottom
5,1,bottom
6,1,bottom
7,1,bottom
8,1,bottom
9,1,bottom
10,1,bottom
11,1,bottom
12,1,bottom
13,1,bottom
14,1,bottom
15,1,bottom
16,1,bottom
17,1,bottom
18,1,bottom
19,1,bottom
20,1,bottom
21,1,bottom
22,1,bottom
23,1,bottom
24,1,bottom
25,1,bottom
26,1,bottom
27,1,bottom
28,1,bottom
29,1,bottom
30,1,bottom
31,1,bottom
32,1,bottom
33,1,bottom
34,1,bottom
35,1,bottom
36,1,bottom
37,1,bottom
38,1,bottom
39,1,bottom
40,1,bottom
41,1,bottom
42,1,bottom
43,1,bottom
44,1,bottom
45,1,bottom
46,1,bottom
47,1,bottom
48,1,bottom
49,1,bottom
50,1,bottom
0,5,bottom
1,14,bottom
2,25,bottom
3,32,bottom
4,46,bottom
5,58,bottom
6,68,bottom
7,80,bottom
8,97,bottom
9,102,bottom
10,127,bottom
11,135,bottom
12,145,bottom
13,153,bottom
14,155,bottom
15,160,bottom
16,171,bottom
17,178,bottom
18,182,bottom
19,185,bottom
20,185,bottom
21,185,bottom
22,186,bottom
23,187,bottom
24,191,bottom
25,193,bottom
26,194,bottom
27,195,bottom
28,195,bottom
29,196,bottom
30,200,bottom
31,200,bottom
32,200,bottom
33,200,bottom
34,200,bottom
35,200,bottom
36,200,bottom
37,200,bottom
38,200,bottom
39,200,bottom
40,200,bottom
41,200,bottom
42,200,bottom
43,200,bottom
44,200,bottom
45,200,bottom
46,200,bottom
47,200,bottom
48,200,bottom
49,200,bottom
50,200,bottom
0,9,bottom
1,22,bottom
2,41,bottom
3,49,bottom
4,54,bottom
5,62,bottom
6,73,bottom
7,79,bottom
8,84,bottom
9,90,bottom
10,98,bottom
11,105,bottom
12,114,bottom
13,120,bottom
14,122,bottom
15,124,bottom
16,125,bottom
17,129,bottom
18,130,bottom
19,130,bottom
20,136,bottom
21,138,bottom
22,139,bottom
23,139,bottom
24,139,bottom
25,139,bottom
26,139,bottom
27,139,bottom
28,139,bottom
29,139,bottom
30,139,bottom
31,139,bottom
32,139,bottom
33,139,bottom
34,139,bottom
35,139,bottom
36,139,bottom
37,139,bottom
38,139,bottom
39,139,bottom
40,139,bottom
41,139,bottom
42,139,bottom
43,139,bottom
44,139,bottom
45,139,bottom
46,139,bottom
47,139,bottom
48,139,bottom
49,139,bottom
50,139,bottom
0,1,middle
1,2,middle
2,4,middle
3,7,middle
4,34,middle
5,54,middle
6,68,middle
7,89,middle
8,104,middle
9,122,middle
10,128,middle
11,145,middle
12,157,middle
13,180,middle
14,191,middle
15,214,middle
16,231,middle
17,243,middle
18,258,middle
19,281,middle
20,283,middle
21,283,middle
22,283,middle
23,283,middle
24,283,middle
25,283,middle
26,283,middle
27,283,middle
28,283,middle
29,283,middle
30,283,middle
31,283,middle
32,283,middle
33,283,middle
34,283,middle
35,283,middle
36,283,middle
37,283,middle
38,283,middle
39,283,middle
40,283,middle
41,283,middle
42,283,middle
43,283,middle
44,283,middle
45,283,middle
46,283,middle
47,283,middle
48,283,middle
49,283,middle
50,283,middle
0,7,middle
1,22,middle
2,34,middle
3,49,middle
4,60,middle
5,88,middle
6,125,middle
7,174,middle
8,214,middle
9,273,middle
10,331,middle
11,371,middle
12,410,middle
13,438,middle
14,471,middle
15,492,middle
16,503,middle
17,503,middle
18,503,middle
19,503,middle
20,503,middle
21,503,middle
22,503,middle
23,503,middle
24,503,middle
25,503,middle
26,503,middle
27,503,middle
28,503,middle
29,503,middle
30,503,middle
31,503,middle
32,503,middle
33,503,middle
34,503,middle
35,503,middle
36,503,middle
37,503,middle
38,503,middle
39,503,middle
40,503,middle
41,503,middle
42,503,middle
43,503,middle
44,503,middle
45,503,middle
46,503,middle
47,503,middle
48,503,middle
49,503,middle
50,503,middle
0,2,middle
1,8,middle
2,11,middle
3,14,middle
4,16,middle
5,17,middle
6,20,middle
7,21,middle
8,23,middle
9,24,middle
10,30,middle
11,43,middle
12,64,middle
13,80,middle
14,93,middle
15,99,middle
16,99,middle
17,111,middle
18,116,middle
19,116,middle
20,116,middle
21,117,middle
22,124,middle
23,125,middle
24,125,middle
25,125,middle
26,125,middle
27,127,middle
28,127,middle
29,127,middle
30,127,middle
31,127,middle
32,127,middle
33,127,middle
34,127,middle
35,127,middle
36,127,middle
37,127,middle
38,127,middle
39,127,middle
40,127,middle
41,127,middle
42,127,middle
43,127,middle
44,127,middle
45,127,middle
46,127,middle
47,127,middle
48,127,middle
49,127,middle
50,127,middle
0,1,middle
1,1,middle
2,1,middle
3,1,middle
4,6,middle
5,67,middle
6,121,middle
7,174,middle
8,238,middle
9,281,middle
10,329,middle
11,364,middle
12,408,middle
13,450,middle
14,504,middle
15,547,middle
16,589,middle
17,624,middle
18,672,middle
19,708,middle
20,740,middle
21,764,middle
22,770,middle
23,770,middle
24,770,middle
25,770,middle
26,770,middle
27,770,middle
28,770,middle
29,770,middle
30,770,middle
31,770,middle
32,770,middle
33,770,middle
34,770,middle
35,770,middle
36,770,middle
37,770,middle
38,770,middle
39,770,middle
40,770,middle
41,770,middle
42,770,middle
43,770,middle
44,770,middle
45,770,middle
46,770,middle
47,770,middle
48,770,middle
49,770,middle
50,770,middle
0,1,middle
1,1,middle
2,1,middle
3,1,middle
4,1,middle
5,1,middle
6,1,middle
7,1,middle
8,3,middle
9,13,middle
10,26,middle
11,41,middle
12,55,middle
13,68,middle
14,82,middle
15,95,middle
16,153,middle
17,212,middle
18,285,middle
19,358,middle
20,417,middle
21,490,middle
22,562,middle
23,629,middle
24,683,middle
25,725,middle
26,757,middle
27,796,middle
28,821,middle
29,854,middle
30,885,middle
31,931,middle
32,931,middle
33,931,middle
34,931,middle
35,931,middle
36,931,middle
37,931,middle
38,931,middle
39,931,middle
40,931,middle
41,931,middle
42,931,middle
43,931,middle
44,931,middle
45,931,middle
46,931,middle
47,931,middle
48,931,middle
49,931,middle
50,931,middle
0,8,middle
1,31,middle
2,46,middle
3,69,middle
4,89,middle
5,108,middle
6,122,middle
7,140,middle
8,193,middle
9,235,middle
10,278,middle
11,321,middle
12,371,middle
13,408,middle
14,451,middle
15,490,middle
16,522,middle
17,534,middle
18,548,middle
19,556,middle
20,564,middle
21,570,middle
22,578,middle
23,583,middle
24,590,middle
25,590,middle
26,590,middle
27,590,middle
28,590,middle
29,590,middle
30,590,middle
31,590,middle
32,590,middle
33,590,middle
34,590,middle
35,590,middle
36,590,middle
37,590,middle
38,590,middle
39,590,middle
40,590,middle
41,590,middle
42,590,middle
43,590,middle
44,590,middle
45,590,middle
46,590,middle
47,590,middle
48,590,middle
49,590,middle
50,590,middle
0,19,top
1,37,top
2,69,top
3,107,top
4,144,top
5,266,top
6,369,top
7,470,top
8,544,top
9,626,top
10,716,top
11,797,top
12,882,top
13,988,top
14,1073,top
15,1154,top
16,1228,top
17,1295,top
18,1333,top
19,1369,top
20,1399,top
21,1419,top
22,1428,top
23,1428,top
24,1428,top
25,1428,top
26,1428,top
27,1428,top
28,1428,top
29,1428,top
30,1428,top
31,1428,top
32,1428,top
33,1428,top
34,1428,top
35,1428,top
36,1428,top
37,1428,top
38,1428,top
39,1428,top
40,1428,top
41,1428,top
42,1428,top
43,1428,top
44,1428,top
45,1428,top
46,1428,top
47,1428,top
48,1428,top
49,1428,top
50,1428,top
0,1,middle
1,1,middle
2,1,middle
3,1,middle
4,1,middle
5,1,middle
6,1,middle
7,2,middle
8,7,middle
9,10,middle
10,17,middle
11,46,middle
12,116,middle
13,180,middle
14,245,middle
15,300,middle
16,354,middle
17,401,middle
18,450,middle
19,493,middle
20,535,middle
21,585,middle
22,586,middle
23,586,middle
24,586,middle
25,586,middle
26,586,middle
27,586,middle
28,586,middle
29,586,middle
30,586,middle
31,586,middle
32,586,middle
33,586,middle
34,586,middle
35,586,middle
36,586,middle
37,586,middle
38,586,middle
39,586,middle
40,586,middle
41,586,middle
42,586,middle
43,586,middle
44,586,middle
45,586,middle
46,586,middle
47,586,middle
48,586,middle
49,586,middle
50,586,middle
0,7,top
1,18,top
2,24,top
3,36,top
4,56,top
5,72,top
6,92,top
7,117,top
8,138,top
9,162,top
10,181,top
11,204,top
12,232,top
13,264,top
14,290,top
15,320,top
16,346,top
17,373,top
18,396,top
19,404,top
20,410,top
21,424,top
22,438,top
23,446,top
24,463,top
25,475,top
26,487,top
27,496,top
28,500,top
29,506,top
30,511,top
31,519,top
32,543,top
33,564,top
34,589,top
35,611,top
36,637,top
37,658,top
38,673,top
39,692,top
40,719,top
41,726,top
42,726,top
43,726,top
44,726,top
45,726,top
46,726,top
47,726,top
48,726,top
49,726,top
50,726,top
0,1,middle
1,1,middle
2,1,middle
3,1,middle
4,1,middle
5,1,middle
6,1,middle
7,1,middle
8,1,middle
9,1,middle
10,2,middle
11,35,middle
12,63,middle
13,84,middle
14,120,middle
15,145,middle
16,175,middle
17,201,middle
18,232,middle
19,255,middle
20,283,middle
21,311,middle
22,314,middle
23,314,middle
24,314,middle
25,314,middle
26,314,middle
27,314,middle
28,314,middle
29,314,middle
30,314,middle
31,314,middle
32,314,middle
33,314,middle
34,314,middle
35,314,middle
36,314,middle
37,314,middle
38,314,middle
39,314,middle
40,314,middle
41,314,middle
42,314,middle
43,314,middle
44,314,middle
45,314,middle
46,314,middle
47,314,middle
48,314,middle
49,314,middle
50,314,middle
0,1,middle
1,1,middle
2,1,middle
3,1,middle
4,6,middle
5,21,middle
6,100,middle
7,183,middle
8,234,middle
9,299,middle
10,370,middle
11,454,middle
12,525,middle
13,595,middle
14,664,middle
15,734,middle
16,783,middle
17,836,middle
18,879,middle
19,933,middle
20,986,middle
21,1019,middle
22,1019,middle
23,1019,middle
24,1019,middle
25,1019,middle
26,1019,middle
27,1019,middle
28,1019,middle
29,1019,middle
30,1019,middle
31,1019,middle
32,1019,middle
33,1019,middle
34,1019,middle
35,1019,middle
36,1019,middle
37,1019,middle
38,1019,middle
39,1019,middle
40,1019,middle
41,1019,middle
42,1019,middle
43,1019,middle
44,1019,middle
45,1019,middle
46,1019,middle
47,1019,middle
48,1019,middle
49,1019,middle
50,1019,middle
0,1,middle
1,1,middle
2,1,middle
3,1,middle
4,1,middle
5,1,middle
6,1,middle
7,1,middle
8,1,middle
9,1,middle
10,5,middle
11,88,middle
12,159,middle
13,228,middle
14,306,middle
15,394,middle
16,479,middle
17,561,middle
18,627,middle
19,692,middle
20,768,middle
21,771,middle
22,771,middle
23,771,middle
24,771,middle
25,771,middle
26,771,middle
27,771,middle
28,771,middle
29,771,middle
30,771,middle
31,771,middle
32,771,middle
33,771,middle
34,771,middle
35,771,middle
36,771,middle
37,771,middle
38,771,middle
39,771,middle
40,771,middle
41,771,middle
42,771,middle
43,771,middle
44,771,middle
45,771,middle
46,771,middle
47,771,middle
48,771,middle
49,771,middle
50,771,middle
0,1,middle
1,1,middle
2,17,middle
3,42,middle
4,72,middle
5,113,middle
6,166,middle
7,210,middle
8,254,middle
9,293,middle
10,333,middle
11,367,middle
12,394,middle
13,423,middle
14,452,middle
15,488,middle
16,491,middle
17,491,middle
18,491,middle
19,491,middle
20,491,middle
21,491,middle
22,491,middle
23,491,middle
24,491,middle
25,491,middle
26,491,middle
27,491,middle
28,491,middle
29,491,middle
30,491,middle
31,491,middle
32,491,middle
33,491,middle
34,491,middle
35,491,middle
36,491,middle
37,491,middle
38,491,middle
39,491,middle
40,491,middle
41,491,middle
42,491,middle
43,491,middle
44,491,middle
45,491,middle
46,491,middle
47,491,middle
48,491,middle
49,491,middle
50,491,middle
0,4,top
1,44,top
2,84,top
3,110,top
4,145,top
5,180,top
6,246,top
7,311,top
8,383,top
9,439,top
10,511,top
11,576,top
12,639,top
13,717,top
14,776,top
15,833,top
16,881,top
17,956,top
18,1009,top
19,1077,top
20,1125,top
21,1172,top
22,1222,top
23,1223,top
24,1223,top
25,1223,top
26,1223,top
27,1223,top
28,1223,top
29,1223,top
30,1223,top
31,1223,top
32,1223,top
33,1223,top
34,1223,top
35,1223,top
36,1223,top
37,1223,top
38,1223,top
39,1223,top
40,1223,top
41,1223,top
42,1223,top
43,1223,top
44,1223,top
45,1223,top
46,1223,top
47,1223,top
48,1223,top
49,1223,top
50,1223,top
0,1,middle
1,1,middle
2,1,middle
3,1,middle
4,1,middle
5,1,middle
6,1,middle
7,11,middle
8,72,middle
9,179,middle
10,277,middle
11,400,middle
12,490,middle
13,582,middle
14,676,middle
15,771,middle
16,881,middle
17,972,middle
18,1060,middle
19,1129,middle
20,1168,middle
21,1229,middle
22,1230,middle
23,1230,middle
24,1230,middle
25,1230,middle
26,1230,middle
27,1230,middle
28,1230,middle
29,1230,middle
30,1230,middle
31,1230,middle
32,1230,middle
33,1230,middle
34,1230,middle
35,1230,middle
36,1230,middle
37,1230,middle
38,1230,middle
39,1230,middle
40,1230,middle
41,1230,middle
42,1230,middle
43,1230,middle
44,1230,middle
45,1230,middle
46,1230,middle
47,1230,middle
48,1230,middle
49,1230,middle
50,1230,middle
0,8,top
1,35,top
2,68,top
3,99,top
4,131,top
5,161,top
6,188,top
7,216,top
8,240,top
9,261,top
10,288,top
11,309,top
12,344,top
13,370,top
14,388,top
15,424,top
16,455,top
17,491,top
18,524,top
19,560,top
20,587,top
21,606,top
22,632,top
23,662,top
24,697,top
25,713,top
26,731,top
27,751,top
28,765,top
29,784,top
30,795,top
31,797,top
32,797,top
33,797,top
34,797,top
35,797,top
36,797,top
37,797,top
38,797,top
39,797,top
40,797,top
41,797,top
42,797,top
43,797,top
44,797,top
45,797,top
46,797,top
47,797,top
48,797,top
49,797,top
50,797,top
0,1,middle
1,1,middle
2,1,middle
3,1,middle
4,1,middle
5,1,middle
6,1,middle
7,1,middle
8,1,middle
9,1,middle
10,1,middle
11,1,middle
12,2,middle
13,2,middle
14,2,middle
15,2,middle
16,2,middle
17,34,middle
18,101,middle
19,182,middle
20,257,middle
21,318,middle
22,324,middle
23,324,middle
24,324,middle
25,324,middle
26,324,middle
27,324,middle
28,324,middle
29,324,middle
30,324,middle
31,324,middle
32,324,middle
33,324,middle
34,324,middle
35,324,middle
36,324,middle
37,324,middle
38,324,middle
39,324,middle
40,324,middle
41,324,middle
42,324,middle
43,324,middle
44,324,middle
45,324,middle
46,324,middle
47,324,middle
48,324,middle
49,324,middle
50,324,middle
0,3,middle
1,4,middle
2,4,middle
3,4,middle
4,4,middle
5,4,middle
6,4,middle
7,4,middle
8,4,middle
9,4,middle
10,5,middle
11,46,middle
12,125,middle
13,194,middle
14,276,middle
15,349,middle
16,421,middle
17,500,middle
18,565,middle
19,619,middle
20,680,middle
21,731,middle
22,731,middle
23,731,middle
24,731,middle
25,731,middle
26,731,middle
27,731,middle
28,731,middle
29,731,middle
30,731,middle
31,731,middle
32,731,middle
33,731,middle
34,731,middle
35,731,middle
36,731,middle
37,731,middle
38,731,middle
39,731,middle
40,731,middle
41,731,middle
42,731,middle
43,731,middle
44,731,middle
45,731,middle
46,731,middle
47,731,middle
48,731,middle
49,731,middle
50,731,middle
0,1,middle
1,1,middle
2,6,middle
3,7,middle
4,8,middle
5,12,middle
6,20,middle
7,40,middle
8,54,middle
9,68,middle
10,78,middle
11,102,middle
12,117,middle
13,135,middle
14,152,middle
15,198,middle
16,278,middle
17,323,middle
18,371,middle
19,459,middle
20,509,middle
21,581,middle
22,639,middle
23,683,middle
24,715,middle
25,750,middle
26,781,middle
27,809,middle
28,839,middle
29,879,middle
30,919,middle
31,970,middle
32,973,middle
33,973,middle
34,973,middle
35,973,middle
36,973,middle
37,973,middle
38,973,middle
39,973,middle
40,973,middle
41,973,middle
42,973,middle
43,973,middle
44,973,middle
45,973,middle
46,973,middle
47,973,middle
48,973,middle
49,973,middle
50,973,middle
0,1,middle
1,1,middle
2,1,middle
3,1,middle
4,15,middle
5,50,middle
6,90,middle
7,136,middle
8,190,middle
9,216,middle
10,248,middle
11,278,middle
12,303,middle
13,336,middle
14,361,middle
15,397,middle
16,424,middle
17,431,middle
18,438,middle
19,455,middle
20,461,middle
21,462,middle
22,462,middle
23,462,middle
24,462,middle
25,462,middle
26,462,middle
27,462,middle
28,462,middle
29,462,middle
30,462,middle
31,462,middle
32,462,middle
33,462,middle
34,462,middle
35,462,middle
36,462,middle
37,462,middle
38,462,middle
39,462,middle
40,462,middle
41,462,middle
42,462,middle
43,462,middle
44,462,middle
45,462,middle
46,462,middle
47,462,middle
48,462,middle
49,462,middle
50,462,middle
0,10,middle
1,24,middle
2,45,middle
3,57,middle
4,66,middle
5,82,middle
6,103,middle
7,126,middle
8,148,middle
9,175,middle
10,189,middle
11,213,middle
12,229,middle
13,241,middle
14,258,middle
15,273,middle
16,354,middle
17,416,middle
18,475,middle
19,525,middle
20,592,middle
21,666,middle
22,724,middle
23,761,middle
24,809,middle
25,834,middle
26,874,middle
27,915,middle
28,947,middle
29,981,middle
30,1022,middle
31,1056,middle
32,1056,middle
33,1056,middle
34,1056,middle
35,1056,middle
36,1056,middle
37,1056,middle
38,1056,middle
39,1056,middle
40,1056,middle
41,1056,middle
42,1056,middle
43,1056,middle
44,1056,middle
45,1056,middle
46,1056,middle
47,1056,middle
48,1056,middle
49,1056,middle
50,1056,middle
0,12,middle
1,40,middle
2,51,middle
3,62,middle
4,82,middle
5,102,middle
6,134,middle
7,158,middle
8,184,middle
9,203,middle
10,223,middle
11,249,middle
12,274,middle
13,285,middle
14,310,middle
15,331,middle
16,348,middle
17,362,middle
18,374,middle
19,386,middle
20,402,middle
21,418,middle
22,431,middle
23,450,middle
24,466,middle
25,483,middle
26,512,middle
27,540,middle
28,564,middle
29,590,middle
30,607,middle
31,628,middle
32,647,middle
33,663,middle
34,684,middle
35,696,middle
36,696,middle
37,696,middle
38,696,middle
39,696,middle
40,696,middle
41,696,middle
42,696,middle
43,696,middle
44,696,middle
45,696,middle
46,696,middle
47,696,middle
48,696,middle
49,696,middle
50,696,middle
0,1,top
1,1,top
2,24,top
3,64,top
4,101,top
5,167,top
6,228,top
7,294,top
8,352,top
9,427,top
10,494,top
11,559,top
12,610,top
13,672,top
14,722,top
15,754,top
16,783,top
17,807,top
18,837,top
19,861,top
20,884,top
21,908,top
22,911,top
23,911,top
24,911,top
25,911,top
26,911,top
27,911,top
28,911,top
29,911,top
30,911,top
31,911,top
32,911,top
33,911,top
34,911,top
35,911,top
36,911,top
37,911,top
38,911,top
39,911,top
40,911,top
41,911,top
42,911,top
43,911,top
44,911,top
45,911,top
46,911,top
47,911,top
48,911,top
49,911,top
50,911,top
0,1,bottom
1,1,bottom
2,1,bottom
3,1,bottom
4,1,bottom
5,1,bottom
6,1,bottom
7,1,bottom
8,1,bottom
9,1,bottom
10,5,bottom
11,24,bottom
12,42,bottom
13,59,bottom
14,73,bottom
15,89,bottom
16,105,bottom
17,126,bottom
18,145,bottom
19,175,bottom
20,191,bottom
21,206,bottom
22,207,bottom
23,207,bottom
24,207,bottom
25,207,bottom
26,207,bottom
27,207,bottom
28,207,bottom
29,207,bottom
30,207,bottom
31,207,bottom
32,207,bottom
33,207,bottom
34,207,bottom
35,207,bottom
36,207,bottom
37,207,bottom
38,207,bottom
